ZCTA,RPL_THEMES,vintage,method,source
22204,0.7276,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22205,0.3443,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22206,0.3753,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22207,0.3136,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22209,0.5356,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22211,0.1015,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22213,0.1769,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22214,NA,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22301,0.2357,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22302,0.4393,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22303,0.508,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22304,0.7529,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22305,0.7831,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22306,0.9592,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22307,0.5545,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22308,0.1599,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22309,0.8375,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22310,0.4198,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22311,0.8065,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22312,0.7701,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22314,0.3375,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22315,0.3363,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22401,0.8414,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22405,0.3924,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22406,0.5032,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22407,0.7152,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22408,0.5427,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22427,0.7778,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22432,0.1711,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22433,0.1228,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22435,0.6138,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22436,0.6035,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22437,0.2035,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22438,0.2475,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22443,0.8632,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22448,0.2216,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22454,0.4617,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22460,0.3835,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22469,0.4273,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22473,0.5496,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22476,0.0845,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22480,0.2311,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22482,0.789,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22485,0.4648,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22488,0.5719,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22503,0.6215,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22504,0.1344,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22508,0.2605,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22509,0.035,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22511,0.3497,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22514,0.5954,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22520,0.7749,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22529,0.003,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22530,0.0547,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22534,0.5348,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22535,0.4892,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22538,0.104,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22539,0.1323,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22542,0.5223,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22546,0.4023,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22548,0.0914,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22551,0.5562,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22553,0.3007,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22554,0.5592,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22556,0.6539,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
22560,0.9514,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
